KXNCAABASEBALL | College Baseball Champion
KXGOLFCAT | a
KXDJOKOVICRETIRE | Djkovoic
KXNHLSERIES | NHL Series Winner
KXPGARYDERCUPD1 | Ryder Cup Day 1 Winner
KXNBALASVEGAS | Las Vegas NBA team
KXMASTERSCUT | Masters Cut
KXMLSCUP | MLS Cup champion
KXPGAEAGLE | Will player record an eagle in round?
KXCLUBWCGH | Club World Club Group H
KXTULNCOACH | Tulane Next Coach
KXLOLTOTALMAPS | League of Legends Total Maps
KX4MINMILEW | Women's Sub 4-Minute Mile
KXNFLPREPACK2ML | MVE NFL Pre Pack
KXCLUBWCGD | Club World Club Group D
KXNFLEXACTWINSJAC | Pro football exact wins Jacksonville
KXNHL4NATIONS | 4 nations face off
KXNFLDRAFTTEAM | Pro Football Team Draft
KXEPLRELEGATION | English Premier League Relegation
KXNCAAMBFIRST25 | College Basketball Race to 25 Points
KXNFLEXACTWINSTEN | Pro football exact wins Tennessee
KXCOUPEDEFRANCEADVANCE | Coupe de France To Advance
KXNCAAMBMVAL | Missouri Valley Conference Tournament
KXNFLOPOY | NFL Offensive Player of the Year
KXNFLWINS-NYG | Pro football wins New York G
KXPGAR1TOP10 | PGA Round 1 Top 10 FInishers
KXPERLIGA1 | Peru Liga 1
KXNCAAMB2ML | College Basketball 2-Moneyline Combo
KXUFCLIGHTWEIGHTTITLE | UFC Lightweight Title
KXNCAAFWINS | College football wins?
KXTACAPORTADVANCE | Taca de Portugal To Advance
KXSTARTNYG | NEW YORK G WEEK 1 QB
KXBRASILEIROTOPX | Brasileiro Top X
KXNBA3RDTEAM | All-NBA 3rd Team
KXNFLDRAFTDT | Pro Football Defensive Tackle Drafted
KXPGAPLAYOFF | Golf Playoff
KXNBAFINALSEXACT | Pro Basketball Championship Series Score
KXWMARMAD | March Tournament (W)
KXMLBALROTY | Pro Baseball American League Rookie of the Year
KXNCAAMBSUM | Summit League Conference Tournament
KXMLBWINS-SD | Pro baseball wins San Diego
KXEWCRENNSPORT | 2025 Mid-Season Invitational
KXEUROLEAGUE | EuroLeague Champion
KXPGARYDER | Ryder Cup
KXESPSUPERCUPADVANCE | Spain Super Cup Advance
KXNBAMIMP | Pro Basketball Most Improved Player
KXPGARYDERCUPD2 | Ryder Cup Day 2 Winner
KXF1CONSTRUCTORS | Formula 1 Constructors
KXMLBWINS-WSH | Pro baseball wins Washington
KXPGAR2TOP5 | PGA Round 2 Top 5 Finishers
KXSONICS | Blazers become Sonics
KXUEL16ROMFCP | Europa League round of 16 - ROM FCP
KXNHLROSS | NHL Art Ross Trophy
KXWBCHR | World Baseball Classic Homerun
KXTRANSFERCOUNTRM | Real Madrid transfer count
KXNCAAMBMEAC | Mid-Eastern Conference Tournament
KXNFLEXACTWINSCAR | Pro football exact wins Carolina
KXF1SPRINTTOP5 | F1 Sprint Race Top 5 Finishers
KXATLCOACH | Next Atlanta Coach
KXNBA1QWINNER | NBA 1st Quarter Winner
KXNCAAFCOTY | College Football Coach of the Year
KXNCAAFMAC | MAC Champion
KXGRANDSLAM | Grand Slam Wins by Year
KXMLBWINS-MIA | Pro baseball wins Miami
KXLEADERNBAPTS | NBA PPG Leader
KXNFLPROBOWL | Pro Football Pro Bowl
KXPGAGOLFERSCORE | Golf Round Strokes
KXATPWDDF | ATP Tour Dubai Duty Free
KXCOPPAITALIAADVANCE | Coppa Italia To Advance
KXSB | Super Bowl
KXNFLMOSTRSHYDS | Pro Football Most Rushing Yards
KXECULP | Ecuador Liga Pro
KXJONJONESRETIREMENT | Jon Jones retirement end
KXSTARTINGQBWEEK1 | NFL Starting QB Week 1
KXNBAPRA | Pro Basketball Points + Rebounds + Assists
KXUCLADVANCE | Champions League Advance
KXJOINDAVID | Jonathan David transfer
KXNCAAFPAC10 | Pac-10 Champion
KXUECL | UEFA Conference League Winner
KXLIVMAKECUT | DONT USE
KXKLEAGUE | Korea K League Winner
KXMLBWORLD | World Baseball Classic
KXNCAAWBMOP | Women's College Basketball Most Outstanding Player
KXALPHAARENABASE | Alpha Arena Baseline
KXNHLWINS | NHL wins 
KXUEFACLTOPGOAL | UEFA CL Top Goal Scorer
KXNFLPREPACK1HFT | MVE NFL Pre Pack
KXNBASTL | Pro Basketball Player Steals
KXNFLEXACTWINSCIN | Pro football exact wins Cincinnati
KXNBADRAFTTOP | Pro Basketball Top Draft
KXNEWCOACHCHIBEARS | Chicago Bears new coach
KXWWOMENSINGLES | Wimbledon women's singles
KXNCAABBPLAYOFFS | College Baseball Playoff Qualifiers
KXNFLDPOY | NFL Defensive Player of the Year
KXLEADERNFLRYDS | NFL leader receiving yards
KXLIVH2H | LIV Head-to-Head Matchups
KXLEADERNFLPINT | Pro Football Pass INT 
KXUFCROUNDS | UFC Total Rounds
KXLEADERMLBAVG | MLB Batting Average Leader
KXGUINNESSWRCOUNT | Guinness World Record count
KXNCAAMBUSA | Conference USA Conference Tournament
KXUCLRO16 | UCL Advance to Round of 16
KXNBADRAFT6 | NBA Draft Sixth Pick
KXWNBADRAFT4 | WNBA Draft 4th Pick
KXNCAAMWRESTLING184 | College Wrestling National Champion: 184-Pound Weight Class
KXMLBWINS-COL | Pro baseball wins Colorado
KXNCAAMBA10 | Atlantic-10 Conference Tournament
KXMCMEN | ATP Monte-Carlo Winner
KXBLASTRIVALS2 | BLAST Rivals 2025 Season 2
KXNBADRAFTCAT | Pro Basketball Draft Category
KXWOSKIJUMP | Winter Olympics Ski Jump
KXNEXTTEAMCHRISPAUL | Next Team Chris Paul
KXPLAYWC | Player World Cup
KXNCAAFCOTW | College Football Coach of the Week
KXWO-CURL | Winter Olympics Curling
KXVCCHAMPIONSPARIS | VALORANT Champions 2025 PARIS
KXWCCREG | West Coast Conference Regular Season Champions
KXMLBNLCENT | National League Central Winner
KXALPHAARENALEV | Max Leverage
KXLEADERNFLRUSHTDS | NFL leader rushing TDs
KXNFLNFCNORTH | National Football Conference North Winner
KXPICKLEBALL | pickleball
KXWBCWELTERWEIGHTTITLE | Boxing Welterweight Title
KXNCAAMBOV | Ohio Valley Conference Tournament
KXNLMOTY | DO NOT USE
KXNCAAMWRESTLING174 | College Wrestling National Champion: 174-Pound Weight Class
KXPGACURRY | Steph Curry PGA
KXVTCOACH | Virginia Tech Next Coach
KXIPLFINAL | IPL Final
KXWCMESSIRONALDO | Goal Contributions Messi and Ronaldo
KXNHLSAVES | Pro Hockey Saves
KXNHLPLAYOFF | Playoff Qualifier
KXCOACHOUTOLEMISS | Coach Out Ole Miss
KXNEXTTEAMTYREEK | Tyreek Hill next team
KXVALORANTGAMETEAMVSMIBR | TEAM VS. MIBR
KXMLBBESTRECORD | Pro Baseball Best Record
KXCHESSWORLDCHAMPION | World Chess Champion
KXCRYPTOFIGHTNIGHT | Crypto Fight Night
KXEPLBTTS | EPL Both Teams to Score
KXSURF | Surfing
KXNFLWINS-MIA | Pro football wins Miami
KXNCAAMWRESTLING141 | College Wrestling National Champion: 141-Pound Weight Class
KXTRUMPGOLF | Trump US gold championship
KXEWCRAINBOW6SEIGE | Rainbow Six at 2025 Esports World Cup WINNER
KXNFLWINS-TEN | Pro football wins Tennessee
KXTOP3NBADRAFT | NBA Draft Top 3
KXNBA2NDTEAMDEF | All-NBA Defensive 2nd Team
KXNEXTMANAGERCHELSEA | Next Manager Chelsea
KXFANATICSGAMESTHIRDPLACE | Who will come in 3rd place at Fanatics Games?
KXMADWOMEN | Madrid Open Winner (Women's)
KXNCAABBIG10 | Big Ten Men's Basketball Tournament
KXNFLWINS-WAS | Pro football wins Washington
KXF1TOP10 | F1 Top 10 Finishers
KXWNBAMVP | Pro Women's Basketball MVP
KXNHLNEXTGM | Next NHL GM
KXNBAPLAYOFFPTS | NBA Playoffs Player Points
KXUCL16RMAMCI | Champions League round of 16 - RMA MCI
KXWORLDSMVP | Worlds MVP?
KXNEXTMANAGERMIL | Next Manager of AC Milan
KXNFLSBMVPQB | Non QB Championship MVP
KXF1OCCUR | Formula 1 Event Occurrence
KXLIGUE1RELEGATION | Ligue 1 Relegation
KXPGAR3TOP5 | PGA Round 3 Top 5 Finishers
KXWOSKEL | Winter Olympics Skeleton
KXNCAAMBAPRANK | College Basketball AP Poll
KXSIXNATIONS | Six Nations Champion
KXWBCGROUPQUAL | WBC Pool Qualifiers
KXPGA | PGA Championship
KXTEAMSINSB | Teams in Super Bowl
KXFOODCONSUMEDSOURAJI | X
KXNCAAFPREPACKSGP | MVE NCAAF Pre Pack
KXFIDECHESSCHAMPION | FIDE Chess Championship
KXNFLEXACTWINSPIT | Pro football exact wins Pittsburgh
KXPGLMASTERSBUCHAREST | Who will win the PGL Masters Bucharest 2025
KXNBASWEEP | NBA Teams to Have a Series Sweep
KXNFLDRAFTEAMPOS | Will team draft a position across round
KXEWCEASPORTSFC | EA SPORTS FC 25 at 2025 Esports World Cup WINNER
KXNFLPREPACK1Q1H | MVE NFL Pre Pack
KXNCAAMBBWEST | Big West Conference Tournament
KXRECORDNBABEST | Best Pro Basketball Record
KXWO-GOLD | Winter Olympics Most Gold Medals
KXAFC | AFC Championship
KXPGAR3TOP10 | PGA Round 3 Top 10 Finishers
KXNHLPLAYOFFGOALS | NHL Playoffs Goal Leader (by Round)
KXNFLOROTY | AP Pro Football Offensive Rookie of the Year
KXSAILGP | SailGP Championship
KXBOUNTY2025S2 | Bounty 2025 Season 2
KXRANKLISTFFK | TOP FANTASY FOOTBALL K
KXCFBCOTY | College Football Coach of the Year
KXCANADACUP | Canada winning Stanley Cup
KXVALORANTMASTERSFINALS | Who will win the VALORANT Masters Finals
KXNHLATLANTIC | NHL Atlantic Division Winner
KXLEADERMLBRUNS | MLB Runs Leader
KXTOURDEFRANCE | Tour de France winner
KXUFCMIDDLEWEIGHTTITLE | UFC Middleweight Title
KXNBAPREPACK3ML | 3ML Basketball Combo
KXTRADEOFFNBA | Pro basketball trades offseason
KXNFLASSCOACH | NFL Assistant Coach of the Year
KXNHLEAST | Eastern Conference Championship
KXSUPERLIG | Turkish Super Lig Champion
KXNFLFIRSTTDTIME | Pro Football First Touchdown Time
KXTEAMSINNBAWF | Teams in NBA Western Conference Finals
KXTORONTOULTRACHAMPIONSHIP | Dota 2 at 2025 Esports World Cup
KXNCAAMBBSOU | Big South Conference Tournament
KXNBASEATTLE | Seattle NBA team
KXNFLNFCSOUTH | National Football Conference South Winner
KXNBAFINALSVIEWERGAME7 | NBA finals viewership
KXWO-BIATH | Winter Olympics Biathalon
KXNCAAFBB12 | Big 12 Champion
KXLIVTOP10 | Liv Top 10 Finisher
KXNFLWINS-BUF | Pro football wins Buffalo
KXEWCMOBILELEGENDSBBWOMENS | Mobile Legends: Bang Bang Women's Invitational at 2025 Esports World Cup
KXATPIWO | Indian Wells Open
KXLALIGARELEGATION | La Liga Relegation
KXNBAPLAYIN | Which Team Will Make the Play-In Tournament
KXMARMAD | College Basketball Champion
KXWO-BOB | Winter Olympics Bobsled
KXWO-BRONZE | Winter Olympics Most Bronze Medals
KXWTAGRANDSLAM | WTA Grand Slam
KXNHLMVP | NHL Hart Memorial Trophy Winner
KXNBAFINMVP | Pro Basketball Finals MVP
KXNEWCOACHDAL | Dallas Cowboys new coach
KXWNBARAISE | WNBA raise
KXRYDERCUP | Ryder Cup 
KXCONNCOACH | UConn Next Coach
KXPUBGGC | PUBG Global Championship 2025
KXSERIEA | Serie A 
KXMARMAD1SEED | March Madness 1 Seeds
KXMLBNLCPOTY | National League Comeback Player of the Year
KXPGASOLHEIM | Solheim Cup
KXNCAAMBFIRST10 | College Basketball Race to 10 Points
KXAFRICAF1 | Africa F1 grand prix
KXNFLCOMEBACK | Pro Football Comeback
KXNFLDROY | NFL Defensive Rookie of the Year
KXPGABIRDIES | PGA Golf Birdies
KXWOSBOARD | Winter Olympics Snowboarding
KXFOWOMENSINGLES | French Open women's singles
KXJOINLEAGUE | Soccer Join League
KXMLBWS | MLB World Series
KXPGATOP40 | PGA Top 40 Finisher
KXNFLDRAFT1 | NFL Draft First Pick
KXMLBWINS-MIN | Pro baseball wins Minnesota
KXDDFMENSINGLES | Dubai Duty Free Tennis Championships
KXMLBWINS-MIL | Pro baseball wins Milwaukee
KXNFLEXACTWINSIND | Pro football exact wins Indianapolis
KXNBAGAME7 | NBA Series that Go to a Game 7
KXMARMAD3D | Men's March Madness Triple Double
KXNEWCOACHJAX | JACKSONVILLE JAGUARS new coach
KXGOLFMAJOR | How many majors will golfer win in a year?
KXUEL16FCSBPAOK | Europa League round of 16 - FCSB PAOK
KXUEL16GALAZA | Europa League round of 16 - GAL AZA
KXNFLEXACTWINSCLE | Pro football exact wins Cleveland
KXMARATHON | Marathon Winner
KXNHLGOAL | Pro Hockey Goalscorer
KXINDY500 | Indy 500 Winner
KXMLBSS | Pro Baseball Silver Slugger
KXFACUP | FA cup
KXWNBADRAFTTOP5 | WNBA Draft Top 5
KXLEADERMLBHITS | MLB Hits Leader
KXNFL1YDPASS | Seattle 1 Yard Pass
KXNBARA | Pro Basketball Rebounds + Assists
KXPGATOP5 | PGA Top 5 Finisher
KXWSOPENTRANTS | How many Entrants in a WSOP Main Event
KXMLSJOIN | MLS Transfers
KXPGARETURN | PGA Returning Players
KXACQUIREBARCA | Barcelona acquire
KXDWCS79 | DWCS 79
KXUCLRO8 | UCL Advance to Round of 8
KXWTAIT | WTA Italian Open
KXNFLDRAFTTOP | Pro Football Top Draft
KXNFLEXACTWINSPHI | Pro football exact wins Philadephia
KXSPORTSOWNERLBJ | LBJ owning team
KXNBA | NBA Championship
KXNBASHOOTINGSTARS | Pro Basketball Shooting Stars Contest
KXUSL | USL Championship
KXNFLEXACTWINSHOU | Pro football exact wins Houston
KXNFLLARGELEAD | Pro Football Largest Lead
KXWNBADRAFT5 | WNBA Draft 5th Pick
KXPGAWINMARGIN | PGA Win Margin
KXNCAAFPLAYOFF | College Football Playoff Qualifiers
KXNBADRAFT3 | NBA Draft Third Pick
KXCCARCOACH | Coastal Carolina Next Coach
KXNBAMATCHUP | Pro Basketball Who Will Team Match Up With
KXNEXTNBACOACH | Who is the Next NBA Coach of Team
KXWBCBANTAMWEIGHTTITLE | Boxing Bantamweight Title
KXUCL16PSGSTB | Champions League round of 16 - PSG STB
KXNHLCENTRAL | NHL Central Division Winner
KXVALORANTMAP | Valorant Map Winner
KXPREMDARTS | Premier League Darts Champion
KXUFCMOF | UFC Method of Finish
KXUFC | UFC Weightclass Champion
KXCOPADELREYADVANCE | Copa Del Rey To Advance
KXWNBAWEST | Women's Pro Basketball Western Conference Champion
KXWNBA40PTS | Women's Pro Basketball Player to Score 40 Points
KXNHLDRAFTPICK | Pro Hockey Draft Pick
KXCLUBCHANGEMBAPPE | Club Change Mbappe
KXKBORFI | KBO First Inning Run
KXEPLSOA | EPL Score or Assist
KXNBADRAFTOU | Pro Basketball Players Draft Position
KXUECLBTTS | Conference League BTTS
KXUCLSOT | UCL Shots or Target
KXWNBADUNK | Women's Pro Basketball Player to Dunk
KXLIVCOMPETE | Golfers to Compete in a LIV Event
KXUCLSHOT | UCL Shots
KXWNBAAST | Women's Pro Basketball Player Assists
KXEPLCORNERS | EPL Corners
KXUCLTEAMSOT | UCL Team Shots on Target
KXMLBEXTRAS | MLB Extra Innings
KXWCCONTINENT | World Cup Continent
KXUCLTEAMSHOT | UCL Team Shots
KXCHESSGRANDTOUR | Grand Chess Tour
KXNCAAMBWINS | College Basketball Win Totals
KXINDYCARTOP3 | IndyCar Top 3 Finishers
KXWCHOSTKO | World Cup All Host Nations to Reach Knockout Round
KXEPLTCORNERS | EPL Team Corners
KXPGAWIN | Golfer to Win
KXWNBAEAST | Women's Pro Basketball Eastern Conference Champion
KXNBARETIRE | NBA Retirement
KXCHESSOLYMPIADUSA | USA Team for Chess Olympiad
KXSUMOWIN | Sumo Tournament Winner
KXMLBDRAFTPICK | Pro Baseball Draft Pick
KXWNBAMIMP | WNBA Most Improved Player of the Year
KXWNBA1HWINNER | Women's Pro Basketball 1st Half Winner
KXLIGAMXADVANCE | Liga MX Advance
KXATPMEN | Mens ATP Tournament Winner
KXATP | Men's Tournament Winner
KXUCLSOA | UCL Score or Assist
KXNBADRAFTMATCHUP | Pro Basketball Draft Matchup
KXCHESSFIDERATINGTOP | Fide Chess Rating Top Ranked Players
KXWNBA3PT | Women's Pro Basketball Player Threes
KXOWGRRANK | Will Player be ranked Top 10 on OWGR rankings
KXWCSTAGEOFELIM | World Cup Stage of Elimination
KXWCSTAGE | World Cup Furthest Stage Advanced
KXPAVIAPRESEASON | Pavia Preseason
KXUEL1H | Europa League 1st Half
KXWNBAEAST1 | Women's Pro Basketball Eastern Conference #1 Seed
KXNBA30COMEBACK | NBA 3-0 Series Comeback
KXCHESSOLYMPIAD | Chess Olympiad Winner
KXNCAAMLAXF4 | College Lacrosse Final Four Qualifiers
KXNFLSEASONPASSYDS | Pro Football Season Passing Yards
KXBUNDESLIGA1HBTTS | 1st Half BTTS
KXIPLPLAYOFF | IPL Cricket Playoff Qualifiers
KXNBADRAFTTEAM | Pro Basketball Team to Draft
KXWNBACCUPMVP | WNBA Commissioner's Cup MVP
KXSUPDRAFTPICK | Will player announce that he will enter Supplemental Draft
KXCHESSPOLAND | Grand Chess Tour: Super Rapid & Blitz Poland
KXWCGROUPGOALS | Group Stage Goals
KXNHL30COMEBACK | NHL 3-0 Series Comeback
KXMLBDRAFTTOP | Pro Baseball Top Pick
KXEPL1HBTTS | EPL 1st Half BTTS
KXRMALEAVE | Leave Real Madrid
KXWNBAROOKAS | Women's Pro Basketball Rookie to be an All-Star
KXLIGUE11HBTTS | 1st Half BTTS
KXNFLSEASONRUSHYDS | Pro Football Season Rushing Yards
KXWT20WORLDCUP | Women's T20 World Cup Winner
KXWNBA6POY | WNBA Sixth Player of the Year
KXNFLSEASONRECYDS | Pro Football Season Receiving Yards
KXSOCCERLEAVE | Soccer Leave Role
KXCODTOTALMAPS | COD Maps
KXMLBDEBUT | Pro Baseball Debut
KXLALIGA1HBTTS | 1st Half BTTS
KXWC1STTIMEWIN | World Cup First Time Winner
KXNFLSDRAFTTOP | Will player be drafted Top X in Supplemental Draft
KXCLIMBING | Climbing Winner
KXLEADERWNBAREB | WNBA RPG Leader
KXIIHF | Who will win IIHF championship?
KXMLBRETURN | Pro Baseball Player Return
KXUCLMOV | UCL Method of Advancing
KXF1SPRINTTOPCONSTRUCTOR | F1 Sprint Race Top Constructor
KXPLL | PLL Champion
KXPRESCUP | President's Cup
KXLEADERWNBA3PT | WNBA Total 3-Pointers Made Leader
KXCYCLING | Cycling Race Winner
KXATPRETURN | ATP Player to Return by Date
KXWNBAFINALSMVP | WNBA Finals MVP
KXUCL1HBTTS | UCL Half BTTS
KXCHESSFIDERATING | Chess Fide Rating (by Month)
KXSINNERFINISH | Jannik Sinner to Complete Tennis
KXWNBA1SEED | Women's Pro Basketball #1 Seed
KXCOACHONDATE | coach on date
KXLEADERWNBAPTS | WNBA PPG Leader
KXITTFWOMEN | ITTF Women Tournament Champion
KXNASCARPOLE | NASCAR Pole Position
KXWTASETWINNER | WTA Set Winner
KXWNBAREB | Women's Pro Basketball Player Rebounds
KXWMARMAD1SEED | Women's March Madness 1 Seeds
KXWNBAWINS | WNBA Win Totals
KXNBALOTTERY | NBA Draft Lottery Picks
KXWCHOSTSTAGE | World Cup Farthest Stage Advanced to by a Host Nation
KXNFLLASTPICKPOS | NFL Last Pick of the Draft Position
KXOW | Overwatch Tournament Champion
KXF1SPRINTTOP10 | F1 Sprint Race Top 10 Finishers
KXNFLSUPDRAFTPICK | Will Player declare for supplemental draft
KXUECL1H | Conference League 1H
KXNBAUNBEATEN | NBA Playoffs Team to go Undefeated
KXARGPREMDIVBTTS | Argentina Premier Division BTTS
KXWNBAWORSTREC | Women's Pro Basketball Worst Record
KXATPSETSWEEP | Winner without dropping a set
KXWNBAPTS | Women's Pro Basketball Player Points
KXCOACHOUTNBADATE | NBA Coach Out Date
KXNFLPROOTY | Pro Football Protector of the Year
KXRANKLISTIBD | IBD League Tables
KXLEADERWNBAAST | WNBA APG Leader
KXINDYCARTOP10 | IndyCar Top 10 Finishers
KXWTA | Women's Tournament Winner
KXROCKETLEAGUE | Rocket League Tournament Winner
KXWCBESTHOST | World Cup Best Performing Host Nation
KXITTFMEN | ITTF Men Tournament Winner
KXWCAWARD | World Cup Award
KXUCLAST | UCL Assists
KXPGAC | Golfers to Participate in the PGA championship
KXF1DELAY | F1 Delay
KXWNBA2HWINNER | Women's Pro Basketball 2nd Half Winner
KXWNBA2H | Women's Pro Basketball 2nd Half Winner
KXMLBCOACH | Pro Baseball Next Manager
KXIPLFINALS | IPL Final Qualifiers
KXWNBAWEST1 | Women's Pro Basketball Western Conference #1 Seed
KXNFLSEASONRSHYDS | Pro Football Season Rushing Yards
KXUELBTTS | Europa League BTTS
KXF1SPRINTPOLE | F1 Sprint Qualifying Pole Position
KXSERIEA1HBTTS | 1st Half BTTS
KXNASCARTOPTEAM | NASCAR Top Team
KXNHLOVERTIME | NHL Overtime
KXRMAPLAYTOGETHER | Real Madrid Play Together
KXMLR | Major League Rugby Champion
KXEFLCHAMPIONSHIPADVANCE | EFL Championship Advance
KXWNBA1H | Women's Pro Basketball 1st Half Winner
KXWNBACCUP | WNBA Commissioner's Cup Winner
KXBALLERLEAGUE | Baller League
KXUCLSAVE | UCL Goalkeeper Saves
KXNFLEXECOTY | Pro Football Executive of the Year
KXWCGROUPWINNER | World Cup Group to Win
KXNEXTMANAGERMLB | Next Manager
KXOTDBASKETBALL | Off The Dribble Basketball
KXCYCLINGTEAM | Cycling Team Winner
KXNBAAPOLOGY | Pro Basketball Apology
